年份,年龄组,性别,人口_人,劳动参与率,就业率,覆盖率,缴费人数_人,情景,情景标签,来源或假设
2036,20-24,混合,340446.3,0.62,0.963,0.85,172776.8,中,基准,男+女合计
2036,25-29,混合,348887.2,0.895,0.963,0.85,255595.6,中,基准,男+女合计
2036,30-34,混合,352235.4,0.889,0.963,0.85,256318.5,中,基准,男+女合计
2036,35-39,混合,415554.4,0.86,0.963,0.85,292530.7,中,基准,男+女合计
2036,40-44,混合,507324.5,0.832,0.963,0.85,345505.0,中,基准,男+女合计
2036,45-49,混合,533619.5,0.82,0.963,0.85,358171.3,中,基准,男+女合计
2036,50-54,混合,550718.0,0.797,0.963,0.85,359279.8,中,基准,男+女合计
2036,55-59,混合,550759.1,0.696,0.963,0.85,313773.4,中,基准,男+女合计
2036,60-64,混合,572081.2,0.503,0.963,0.85,235543.3,中,基准,男+女合计
2037,15-19,男,131756.0,0.2,0.963,0.85,21569.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,女,124713.7,0.1589,0.963,0.85,16218.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,男,170995.3,0.65,0.963,0.85,90979.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,女,162698.4,0.5885,0.963,0.85,78370.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,男,181650.7,0.935,0.963,0.85,139025.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,女,173948.4,0.8532,0.963,0.85,121487.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,男,179644.0,0.939,0.963,0.85,138077.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,女,178716.6,0.8387,0.963,0.85,122698.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,男,207748.9,0.92,0.963,0.85,156448.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,女,201883.7,0.7983,0.963,0.85,131913.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,男,249152.7,0.902,0.963,0.85,183957.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,女,246431.6,0.7612,0.963,0.85,153552.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,男,262099.7,0.91,0.963,0.85,195233.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,女,271025.0,0.733,0.963,0.85,162606.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,男,259563.5,0.907,0.963,0.85,192706.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,女,290944.3,0.6989,0.963,0.85,166436.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,男,249147.6,0.8305,0.963,0.85,169372.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,女,303674.1,0.5847,0.963,0.85,145350.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,男,251086.6,0.6625,0.963,0.85,136161.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,女,318821.2,0.3765,0.963,0.85,98253.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,混合,256469.7,0.18,0.963,0.85,37788.0,中,基准,男+女合计
2037,20-24,混合,333693.7,0.62,0.963,0.85,169349.9,中,基准,男+女合计
2037,25-29,混合,355599.1,0.895,0.963,0.85,260512.7,中,基准,男+女合计
2037,30-34,混合,358360.6,0.889,0.963,0.85,260775.8,中,基准,男+女合计
2037,35-39,混合,409632.6,0.86,0.963,0.85,288362.1,中,基准,男+女合计
2037,40-44,混合,495584.3,0.832,0.963,0.85,337509.5,中,基准,男+女合计
2037,45-49,混合,533124.7,0.82,0.963,0.85,357839.2,中,基准,男+女合计
2037,50-54,混合,550507.8,0.797,0.963,0.85,359142.7,中,基准,男+女合计
2037,55-59,混合,552821.7,0.6955,0.963,0.85,314722.3,中,基准,男+女合计
2037,60-64,混合,569907.8,0.5025,0.963,0.85,234415.3,中,基准,男+女合计
2038,15-19,男,124280.6,0.2,0.963,0.85,20346.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,15-19,女,117730.1,0.1589,0.963,0.85,15311.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,男,167129.7,0.65,0.963,0.85,88922.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,女,159384.8,0.5885,0.963,0.85,76783.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,25-29,男,184444.9,0.935,0.963,0.85,141163.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,25-29,女,176869.4,0.8533,0.963,0.85,123535.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,30-34,男,183260.8,0.939,0.963,0.85,140857.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,30-34,女,180980.4,0.8384,0.963,0.85,124197.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,35-39,男,203682.6,0.92,0.963,0.85,153386.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,35-39,女,199790.4,0.7988,0.963,0.85,130639.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,40-44,男,243584.6,0.902,0.963,0.85,179846.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,40-44,女,240039.6,0.761,0.963,0.85,149518.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,45-49,男,262923.4,0.91,0.963,0.85,195846.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,45-49,女,269623.1,0.7322,0.963,0.85,161604.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,50-54,男,261694.4,0.907,0.963,0.85,194288.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,50-54,女,288576.7,0.6972,0.963,0.85,164699.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,55-59,男,252327.4,0.83,0.963,0.85,171430.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,55-59,女,302836.1,0.5825,0.963,0.85,144397.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,60-64,男,250739.3,0.662,0.963,0.85,135870.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,60-64,女,316962.5,0.3754,0.963,0.85,97404.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,15-19,混合,242010.7,0.18,0.963,0.85,35657.6,中,基准,男+女合计
2038,20-24,混合,326514.5,0.62,0.963,0.85,165706.4,中,基准,男+女合计
2038,25-29,混合,361314.3,0.895,0.963,0.85,264699.6,中,基准,男+女合计
2038,30-34,混合,364241.2,0.889,0.963,0.85,265055.0,中,基准,男+女合计
2038,35-39,混合,403473.0,0.86,0.963,0.85,284026.0,中,基准,男+女合计
2038,40-44,混合,483624.2,0.832,0.963,0.85,329364.3,中,基准,男+女合计
2038,45-49,混合,532546.5,0.82,0.963,0.85,357451.1,中,基准,男+女合计
2038,50-54,混合,550271.1,0.797,0.963,0.85,358988.2,中,基准,男+女合计
2038,55-59,混合,555163.5,0.695,0.963,0.85,315828.3,中,基准,男+女合计
2038,60-64,混合,567701.8,0.502,0.963,0.85,233275.5,中,基准,男+女合计
2039,15-19,男,116663.6,0.2,0.963,0.85,19099.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,15-19,女,110598.0,0.1589,0.963,0.85,14385.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,20-24,男,163059.7,0.65,0.963,0.85,86757.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,20-24,女,155848.9,0.5886,0.963,0.85,75089.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,25-29,男,186745.4,0.935,0.963,0.85,142924.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,25-29,女,179251.8,0.8533,0.963,0.85,125205.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,30-34,男,186760.1,0.939,0.963,0.85,143547.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,30-34,女,183117.3,0.838,0.963,0.85,125609.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,35-39,男,199505.6,0.92,0.963,0.85,150240.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,35-39,女,197569.7,0.7994,0.963,0.85,129281.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,40-44,男,237916.8,0.902,0.963,0.85,175661.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,40-44,女,233527.6,0.7607,0.963,0.85,145407.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,45-49,男,263689.5,0.91,0.963,0.85,196417.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,45-49,女,268158.5,0.7315,0.963,0.85,160565.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,50-54,男,263818.7,0.907,0.963,0.85,195865.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,50-54,女,286189.1,0.6956,0.963,0.85,162950.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,55-59,男,255646.2,0.8295,0.963,0.85,173580.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,55-59,女,302154.5,0.5803,0.963,0.85,143519.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,60-64,男,250387.9,0.6615,0.963,0.85,135577.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,60-64,女,315074.3,0.3743,0.963,0.85,96546.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,15-19,混合,227261.6,0.18,0.963,0.85,33484.5,中,基准,男+女合计
2039,20-24,混合,318908.6,0.62,0.963,0.85,161846.4,中,基准,男+女合计
2039,25-29,混合,365997.2,0.895,0.963,0.85,268130.4,中,基准,男+女合计
2039,30-34,混合,369877.4,0.889,0.963,0.85,269156.5,中,基准,男+女合计
2039,35-39,混合,397075.3,0.86,0.963,0.85,279522.4,中,基准,男+女合计
2039,40-44,混合,471444.4,0.832,0.963,0.85,321069.5,中,基准,男+女合计
2039,45-49,混合,531848.0,0.82,0.963,0.85,356982.3,中,基准,男+女合计
2039,50-54,混合,550007.8,0.797,0.963,0.85,358816.5,中,基准,男+女合计
2039,55-59,混合,557800.7,0.6945,0.963,0.85,317100.2,中,基准,男+女合计
2039,60-64,混合,565462.2,0.5015,0.963,0.85,232123.8,中,基准,男+女合计
2040,15-19,男,108940.2,0.2,0.963,0.85,17834.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,15-19,女,103355.6,0.1589,0.963,0.85,13444.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,20-24,男,158785.1,0.65,0.963,0.85,84482.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,20-24,女,152090.8,0.5887,0.963,0.85,73287.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,25-29,男,188534.9,0.935,0.963,0.85,144294.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,25-29,女,181077.2,0.8534,0.963,0.85,126484.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,30-34,男,190142.0,0.939,0.963,0.85,146146.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,30-34,女,185127.4,0.8376,0.963,0.85,126933.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,35-39,男,195217.8,0.92,0.963,0.85,147011.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,35-39,女,195221.7,0.8,0.963,0.85,127839.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,40-44,男,232149.1,0.902,0.963,0.85,171403.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,40-44,女,226895.4,0.7604,0.963,0.85,141221.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,45-49,男,264380.6,0.91,0.963,0.85,196932.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,45-49,女,266612.2,0.7308,0.963,0.85,159476.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,50-54,男,265936.6,0.907,0.963,0.85,197437.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,50-54,女,283781.3,0.6939,0.963,0.85,161189.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,55-59,男,259111.9,0.829,0.963,0.85,175827.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,55-59,女,301638.0,0.578,0.963,0.85,142719.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,60-64,男,250031.9,0.661,0.963,0.85,135282.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,60-64,女,313156.4,0.3733,0.963,0.85,95677.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,15-19,混合,212295.8,0.18,0.963,0.85,31279.5,中,基准,男+女合计
2040,20-24,混合,310875.9,0.62,0.963,0.85,157769.8,中,基准,男+女合计
2040,25-29,混合,369612.1,0.895,0.963,0.85,270778.7,中,基准,男+女合计
2040,30-34,混合,375269.4,0.889,0.963,0.85,273080.1,中,基准,男+女合计
2040,35-39,混合,390439.5,0.86,0.963,0.85,274851.1,中,基准,男+女合计
2040,40-44,混合,459044.5,0.832,0.963,0.85,312624.7,中,基准,男+女合计
2040,45-49,混合,530992.8,0.82,0.963,0.85,356408.3,中,基准,男+女合计
2040,50-54,混合,549717.9,0.797,0.963,0.85,358627.3,中,基准,男+女合计
2040,55-59,混合,560749.9,0.694,0.963,0.85,318547.2,中,基准,男+女合计
2040,60-64,混合,563188.3,0.501,0.963,0.85,230959.8,中,基准,男+女合计
2041,15-19,男,101145.7,0.2,0.963,0.85,16558.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,15-19,女,96041.3,0.1589,0.963,0.85,12494.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,20-24,男,154306.0,0.65,0.963,0.85,82099.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,20-24,女,148110.5,0.5887,0.963,0.85,71377.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,25-29,男,189796.6,0.935,0.963,0.85,145259.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,25-29,女,182326.9,0.8534,0.963,0.85,127358.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,30-34,男,193406.5,0.939,0.963,0.85,148655.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,30-34,女,187010.7,0.8373,0.963,0.85,128170.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,35-39,男,190819.4,0.92,0.963,0.85,143699.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,35-39,女,192746.4,0.8006,0.963,0.85,126312.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,40-44,男,226281.3,0.902,0.963,0.85,167070.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,40-44,女,220142.9,0.76,0.963,0.85,136959.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,45-49,男,264979.2,0.91,0.963,0.85,197377.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,45-49,女,264965.0,0.73,0.963,0.85,158326.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,50-54,男,268047.9,0.907,0.963,0.85,199005.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,50-54,女,281353.4,0.6922,0.963,0.85,159415.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,55-59,男,262732.1,0.8285,0.963,0.85,178176.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,55-59,女,301295.2,0.5758,0.963,0.85,142001.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,60-64,男,249670.9,0.6605,0.963,0.85,134985.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,60-64,女,311208.4,0.3721,0.963,0.85,94798.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,15-19,混合,197187.0,0.18,0.963,0.85,29053.4,中,基准,男+女合计
2041,20-24,混合,302416.5,0.62,0.963,0.85,153476.7,中,基准,男+女合计
2041,25-29,混合,372123.5,0.895,0.963,0.85,272618.5,中,基准,男+女合计
2041,30-34,混合,380417.2,0.889,0.963,0.85,276826.1,中,基准,男+女合计
2041,35-39,混合,383565.8,0.86,0.963,0.85,270012.3,中,基准,男+女合计
2041,40-44,混合,446424.2,0.832,0.963,0.85,304029.8,中,基准,男+女合计
2041,45-49,混合,529944.2,0.82,0.963,0.85,355704.3,中,基准,男+女合计
2041,50-54,混合,549401.3,0.797,0.963,0.85,358420.8,中,基准,男+女合计
2041,55-59,混合,564027.3,0.6935,0.963,0.85,320178.3,中,基准,男+女合计
2041,60-64,混合,560879.3,0.5005,0.963,0.85,229783.4,中,基准,男+女合计
2042,15-19,男,101853.0,0.2,0.963,0.85,16674.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,15-19,女,97182.2,0.159,0.963,0.85,12651.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,20-24,男,146416.0,0.65,0.963,0.85,77901.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,20-24,女,140667.8,0.5888,0.963,0.85,67793.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,25-29,男,185543.7,0.935,0.963,0.85,142004.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,25-29,女,178590.4,0.8534,0.963,0.85,124760.7,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,30-34,男,196076.5,0.939,0.963,0.85,150708.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,30-34,女,189801.0,0.8373,0.963,0.85,130091.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,35-39,男,193951.2,0.92,0.963,0.85,146058.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,35-39,女,194487.6,0.8002,0.963,0.85,127384.6,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,40-44,男,221746.0,0.902,0.963,0.85,163722.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,40-44,女,217535.3,0.7606,0.963,0.85,135443.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,45-49,男,259090.0,0.91,0.963,0.85,192991.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,45-49,女,258209.4,0.7297,0.963,0.85,154226.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,50-54,男,268554.9,0.907,0.963,0.85,199381.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,50-54,女,279608.7,0.6913,0.963,0.85,158231.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,55-59,男,264504.3,0.828,0.963,0.85,179270.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,55-59,女,298582.1,0.5734,0.963,0.85,140143.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,60-64,男,252341.1,0.66,0.963,0.85,136325.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,60-64,女,309860.4,0.3697,0.963,0.85,93769.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,15-19,混合,199035.2,0.18,0.963,0.85,29325.7,中,基准,男+女合计
2042,20-24,混合,287083.8,0.62,0.963,0.85,145695.3,中,基准,男+女合计
2042,25-29,混合,364134.1,0.895,0.963,0.85,266765.5,中,基准,男+女合计
2042,30-34,混合,385877.5,0.889,0.963,0.85,280799.5,中,基准,男+女合计
2042,35-39,混合,388438.8,0.86,0.963,0.85,273442.7,中,基准,男+女合计
2042,40-44,混合,439281.3,0.832,0.963,0.85,299165.3,中,基准,男+女合计
2042,45-49,混合,517299.4,0.82,0.963,0.85,347217.1,中,基准,男+女合计
2042,50-54,混合,548163.6,0.797,0.963,0.85,357613.3,中,基准,男+女合计
2042,55-59,混合,563086.4,0.693,0.963,0.85,319413.7,中,基准,男+女合计
2042,60-64,混合,562201.5,0.5,0.963,0.85,230095.0,中,基准,男+女合计
2043,15-19,男,102257.1,0.2,0.963,0.85,16740.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,15-19,女,98010.8,0.1591,0.963,0.85,12766.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,20-24,男,138349.6,0.65,0.963,0.85,73609.9,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,20-24,女,133039.0,0.5888,0.963,0.85,64120.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,25-29,男,181086.9,0.935,0.963,0.85,138593.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,25-29,女,174631.8,0.8535,0.963,0.85,122006.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,30-34,男,198270.7,0.939,0.963,0.85,152394.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,30-34,女,192071.9,0.8374,0.963,0.85,131654.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,35-39,男,196965.7,0.92,0.963,0.85,148328.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,35-39,女,196102.1,0.7997,0.963,0.85,128373.1,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,40-44,男,217102.9,0.902,0.963,0.85,160294.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,40-44,女,214800.9,0.7612,0.963,0.85,133847.0,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,45-49,男,253106.7,0.91,0.963,0.85,188534.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,45-49,女,251337.8,0.7294,0.963,0.85,150054.5,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,50-54,男,269024.4,0.907,0.963,0.85,199730.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,50-54,女,277822.9,0.6905,0.963,0.85,157024.2,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,55-59,男,266271.2,0.8275,0.963,0.85,180358.8,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,55-59,女,295852.1,0.571,0.963,0.85,138278.4,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,60-64,男,255138.4,0.6595,0.963,0.85,137732.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,60-64,女,308661.9,0.3672,0.963,0.85,92786.3,中,基准,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2043,15-19,混合,200267.9,0.18,0.963,0.85,29507.3,中,基准,男+女合计
2043,20-24,混合,271388.6,0.62,0.963,0.85,137729.9,中,基准,男+女合计
