年份,年龄组,性别,人口_人,劳动参与率,就业率,覆盖率,缴费人数_人,情景,情景标签,来源或假设
2026,15-19,男,149600.0,0.18,0.963,0.85,22041.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,15-19,女,139100.0,0.1385,0.963,0.85,15768.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,20-24,男,147300.0,0.63,0.963,0.85,75960.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,20-24,女,145000.0,0.5695,0.963,0.85,67596.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,25-29,男,183500.0,0.915,0.963,0.85,137436.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,25-29,女,172700.0,0.8325,0.963,0.85,117685.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,30-34,男,227100.0,0.919,0.963,0.85,170835.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,30-34,女,221900.0,0.8178,0.963,0.85,148547.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,35-39,男,238500.0,0.9,0.963,0.85,175701.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,35-39,女,246100.0,0.7819,0.963,0.85,157500.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,40-44,男,241900.0,0.882,0.963,0.85,174642.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,40-44,女,274000.0,0.7502,0.963,0.85,168257.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,45-49,男,234900.0,0.89,0.963,0.85,171126.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,45-49,女,289200.0,0.7269,0.963,0.85,172074.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,50-54,男,244100.0,0.887,0.963,0.85,177229.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,50-54,女,307900.0,0.6898,0.963,0.85,173849.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,55-59,男,243400.0,0.816,0.963,0.85,162575.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,55-59,女,314700.0,0.5766,0.963,0.85,148527.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,60-64,男,281500.0,0.648,0.963,0.85,149313.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,60-64,女,339700.0,0.3554,0.963,0.85,98826.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2026,15-19,混合,288700.0,0.16,0.963,0.85,37810.4,低,悲观,男+女合计
2026,20-24,混合,292300.0,0.6,0.963,0.85,143557.3,低,悲观,男+女合计
2026,25-29,混合,356200.0,0.875,0.963,0.85,255121.6,低,悲观,男+女合计
2026,30-34,混合,449000.0,0.869,0.963,0.85,319382.7,低,悲观,男+女合计
2026,35-39,混合,484600.0,0.84,0.963,0.85,333202.3,低,悲观,男+女合计
2026,40-44,混合,515900.0,0.812,0.963,0.85,342899.4,低,悲观,男+女合计
2026,45-49,混合,524100.0,0.8,0.963,0.85,343201.7,低,悲观,男+女合计
2026,50-54,混合,552000.0,0.777,0.963,0.85,351079.3,低,悲观,男+女合计
2026,55-59,混合,558100.0,0.681,0.963,0.85,311103.1,低,悲观,男+女合计
2026,60-64,混合,621200.0,0.488,0.963,0.85,248139.8,低,悲观,男+女合计
2027,15-19,男,151956.7,0.18,0.963,0.85,22389.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,15-19,女,141549.6,0.1385,0.963,0.85,16050.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,20-24,男,150122.6,0.63,0.963,0.85,77416.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,20-24,女,146397.9,0.5692,0.963,0.85,68213.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,25-29,男,178597.1,0.915,0.963,0.85,133764.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,25-29,女,169730.6,0.8329,0.963,0.85,115718.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,30-34,男,220662.3,0.919,0.963,0.85,165992.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,30-34,女,214604.5,0.8176,0.963,0.85,143621.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,35-39,男,238466.1,0.9,0.963,0.85,175676.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,35-39,女,243773.4,0.7813,0.963,0.85,155902.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,40-44,男,243363.9,0.882,0.963,0.85,175699.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,40-44,女,270897.1,0.7491,0.963,0.85,166110.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,45-49,男,237377.9,0.89,0.963,0.85,172932.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,45-49,女,287534.1,0.7257,0.963,0.85,170801.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,50-54,男,243057.7,0.887,0.963,0.85,176473.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,50-54,女,305345.3,0.6894,0.963,0.85,172318.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,55-59,男,243972.9,0.8155,0.963,0.85,162858.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,55-59,女,314280.1,0.5757,0.963,0.85,148101.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,60-64,男,273630.3,0.6475,0.963,0.85,145027.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,60-64,女,335215.9,0.3569,0.963,0.85,97928.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2027,15-19,混合,293506.3,0.16,0.963,0.85,38439.9,低,悲观,男+女合计
2027,20-24,混合,296520.5,0.6,0.963,0.85,145630.1,低,悲观,男+女合计
2027,25-29,混合,348327.7,0.875,0.963,0.85,249483.2,低,悲观,男+女合计
2027,30-34,混合,435266.8,0.869,0.963,0.85,309614.0,低,悲观,男+女合计
2027,35-39,混合,482239.5,0.84,0.963,0.85,331579.2,低,悲观,男+女合计
2027,40-44,混合,514261.0,0.812,0.963,0.85,341810.1,低,悲观,男+女合计
2027,45-49,混合,524912.0,0.8,0.963,0.85,343733.4,低,悲观,男+女合计
2027,50-54,混合,548403.0,0.777,0.963,0.85,348791.7,低,悲观,男+女合计
2027,55-59,混合,558253.0,0.6805,0.963,0.85,310959.9,低,悲观,男+女合计
2027,60-64,混合,608846.2,0.4875,0.963,0.85,242955.9,低,悲观,男+女合计
2028,15-19,男,154071.0,0.18,0.963,0.85,22700.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,15-19,女,143733.6,0.1386,0.963,0.85,16302.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,20-24,男,153063.0,0.63,0.963,0.85,78932.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,20-24,女,147923.5,0.569,0.963,0.85,68891.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,25-29,男,173817.8,0.915,0.963,0.85,130184.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,25-29,女,166888.0,0.8333,0.963,0.85,113839.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,30-34,男,214357.4,0.919,0.963,0.85,161249.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,30-34,女,207443.0,0.8173,0.963,0.85,138785.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,35-39,男,238555.4,0.9,0.963,0.85,175742.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,35-39,女,241579.9,0.7808,0.963,0.85,154389.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,40-44,男,244968.8,0.882,0.963,0.85,176857.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,40-44,女,267929.6,0.748,0.963,0.85,164046.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,45-49,男,240143.2,0.89,0.963,0.85,174946.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,45-49,女,286175.9,0.7245,0.963,0.85,169708.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,50-54,男,242159.2,0.887,0.963,0.85,175820.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,50-54,女,302917.4,0.6891,0.963,0.85,170855.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,55-59,男,244701.8,0.815,0.963,0.85,163245.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,55-59,女,313998.5,0.5748,0.963,0.85,147735.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,60-64,男,266053.8,0.647,0.963,0.85,140902.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,60-64,女,330927.7,0.3584,0.963,0.85,97074.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2028,15-19,混合,297804.6,0.16,0.963,0.85,39002.9,低,悲观,男+女合计
2028,20-24,混合,300986.5,0.6,0.963,0.85,147823.5,低,悲观,男+女合计
2028,25-29,混合,340705.8,0.875,0.963,0.85,244024.2,低,悲观,男+女合计
2028,30-34,混合,421800.4,0.869,0.963,0.85,300035.0,低,悲观,男+女合计
2028,35-39,混合,480135.3,0.84,0.963,0.85,330132.4,低,悲观,男+女合计
2028,40-44,混合,512898.4,0.812,0.963,0.85,340904.3,低,悲观,男+女合计
2028,45-49,混合,526319.1,0.8,0.963,0.85,344654.8,低,悲观,男+女合计
2028,50-54,混合,545076.6,0.777,0.963,0.85,346676.0,低,悲观,男+女合计
2028,55-59,混合,558700.3,0.68,0.963,0.85,310980.4,低,悲观,男+女合计
2028,60-64,混合,596981.5,0.487,0.963,0.85,237977.0,低,悲观,男+女合计
2029,15-19,男,155925.7,0.18,0.963,0.85,22973.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,15-19,女,145633.1,0.1386,0.963,0.85,16520.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,20-24,男,156121.0,0.63,0.963,0.85,80509.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,20-24,女,149577.0,0.5687,0.963,0.85,69628.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,25-29,男,169161.9,0.915,0.963,0.85,126697.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,25-29,女,164172.2,0.8338,0.963,0.85,112046.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,30-34,男,208184.9,0.919,0.963,0.85,156606.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,30-34,女,200415.2,0.8171,0.963,0.85,134038.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,35-39,男,238767.8,0.9,0.963,0.85,175899.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,35-39,女,239519.3,0.7802,0.963,0.85,152962.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,40-44,男,246714.4,0.882,0.963,0.85,178118.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,40-44,女,265097.4,0.7469,0.963,0.85,162064.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,45-49,男,243203.7,0.89,0.963,0.85,177176.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,45-49,女,285133.8,0.7232,0.963,0.85,168800.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,50-54,男,241403.4,0.887,0.963,0.85,175271.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,50-54,女,300615.6,0.6887,0.963,0.85,169459.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,55-59,男,245584.9,0.8145,0.963,0.85,163733.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,55-59,女,313854.0,0.5739,0.963,0.85,147428.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,60-64,男,258765.0,0.6465,0.963,0.85,136936.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,60-64,女,326834.1,0.3598,0.963,0.85,96263.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2029,15-19,混合,301558.8,0.16,0.963,0.85,39494.5,低,悲观,男+女合计
2029,20-24,混合,305698.0,0.6,0.963,0.85,150137.5,低,悲观,男+女合计
2029,25-29,混合,333334.1,0.875,0.963,0.85,238744.3,低,悲观,男+女合计
2029,30-34,混合,408600.1,0.869,0.963,0.85,290645.4,低,悲观,男+女合计
2029,35-39,混合,478287.1,0.84,0.963,0.85,328861.6,低,悲观,男+女合计
2029,40-44,混合,511811.8,0.812,0.963,0.85,340182.2,低,悲观,男+女合计
2029,45-49,混合,528337.5,0.8,0.963,0.85,345976.5,低,悲观,男+女合计
2029,50-54,混合,542019.0,0.777,0.963,0.85,344731.4,低,悲观,男+女合计
2029,55-59,混合,559438.9,0.6795,0.963,0.85,311162.6,低,悲观,男+女合计
2029,60-64,混合,585599.1,0.4865,0.963,0.85,233199.9,低,悲观,男+女合计
2030,15-19,男,157503.7,0.18,0.963,0.85,23206.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,15-19,女,147229.6,0.1386,0.963,0.85,16703.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,20-24,男,159296.7,0.63,0.963,0.85,82147.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,20-24,女,151358.3,0.5684,0.963,0.85,70424.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,25-29,男,164629.5,0.915,0.963,0.85,123303.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,25-29,女,161583.1,0.8342,0.963,0.85,110340.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,30-34,男,202144.8,0.919,0.963,0.85,152062.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,30-34,女,193521.0,0.8168,0.963,0.85,129382.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,35-39,男,239103.0,0.9,0.963,0.85,176146.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,35-39,女,237591.5,0.7796,0.963,0.85,151620.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,40-44,男,248600.4,0.882,0.963,0.85,179479.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,40-44,女,262400.2,0.7457,0.963,0.85,160163.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,45-49,男,246567.1,0.89,0.963,0.85,179626.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,45-49,女,284416.9,0.722,0.963,0.85,168083.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,50-54,男,240789.3,0.887,0.963,0.85,174826.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,50-54,女,298439.2,0.6882,0.963,0.85,168130.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,55-59,男,246620.6,0.814,0.963,0.85,164323.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,55-59,女,313845.8,0.5729,0.963,0.85,147181.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,60-64,男,251758.5,0.646,0.963,0.85,133125.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,60-64,女,322934.0,0.3613,0.963,0.85,95495.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2030,15-19,混合,304733.3,0.16,0.963,0.85,39910.3,低,悲观,男+女合计
2030,20-24,混合,310655.0,0.6,0.963,0.85,152572.0,低,悲观,男+女合计
2030,25-29,混合,326212.6,0.875,0.963,0.85,233643.7,低,悲观,男+女合计
2030,30-34,混合,395665.8,0.869,0.963,0.85,281445.0,低,悲观,男+女合计
2030,35-39,混合,476694.5,0.84,0.963,0.85,327766.6,低,悲观,男+女合计
2030,40-44,混合,511000.6,0.812,0.963,0.85,339643.0,低,悲观,男+女合计
2030,45-49,混合,530984.0,0.8,0.963,0.85,347709.6,低,悲观,男+女合计
2030,50-54,混合,539228.5,0.777,0.963,0.85,342956.5,低,悲观,男+女合计
2030,55-59,混合,560466.4,0.679,0.963,0.85,311504.6,低,悲观,男+女合计
2030,60-64,混合,574692.5,0.486,0.963,0.85,228621.5,低,悲观,男+女合计
2031,15-19,男,158787.7,0.18,0.963,0.85,23395.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,15-19,女,148504.5,0.1386,0.963,0.85,16849.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,20-24,男,162590.0,0.63,0.963,0.85,83845.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,20-24,女,153267.3,0.5682,0.963,0.85,71281.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,25-29,男,160220.3,0.915,0.963,0.85,120000.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,25-29,女,159120.7,0.8347,0.963,0.85,108721.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,30-34,男,196236.6,0.919,0.963,0.85,147618.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,30-34,女,186760.4,0.8165,0.963,0.85,124814.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,35-39,男,239561.1,0.9,0.963,0.85,176483.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,35-39,女,235796.4,0.779,0.963,0.85,150363.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,40-44,男,250626.7,0.882,0.963,0.85,180942.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,40-44,女,259837.9,0.7445,0.963,0.85,158344.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,45-49,男,250241.1,0.89,0.963,0.85,182303.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,45-49,女,284033.6,0.7207,0.963,0.85,167561.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,50-54,男,240316.1,0.887,0.963,0.85,174482.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,50-54,女,296387.7,0.6878,0.963,0.85,166868.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,55-59,男,247807.6,0.8135,0.963,0.85,165012.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,55-59,女,313973.1,0.5719,0.963,0.85,146992.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,60-64,男,245029.3,0.6455,0.963,0.85,129467.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,60-64,女,319226.2,0.3627,0.963,0.85,94771.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2031,15-19,混合,307292.2,0.16,0.963,0.85,40245.4,低,悲观,男+女合计
2031,20-24,混合,315857.3,0.6,0.963,0.85,155127.0,低,悲观,男+女合计
2031,25-29,混合,319341.0,0.875,0.963,0.85,228722.0,低,悲观,男+女合计
2031,30-34,混合,382997.0,0.869,0.963,0.85,272433.4,低,悲观,男+女合计
2031,35-39,混合,475357.5,0.84,0.963,0.85,326847.3,低,悲观,男+女合计
2031,40-44,混合,510464.6,0.812,0.963,0.85,339286.7,低,悲观,男+女合计
2031,45-49,混合,534274.7,0.8,0.963,0.85,349864.4,低,悲观,男+女合计
2031,50-54,混合,536703.8,0.777,0.963,0.85,341350.8,低,悲观,男+女合计
2031,55-59,混合,561780.7,0.6785,0.963,0.85,312005.2,低,悲观,男+女合计
2031,60-64,混合,564255.5,0.4855,0.963,0.85,224238.5,低,悲观,男+女合计
2032,15-19,男,154780.6,0.18,0.963,0.85,22805.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,15-19,女,145041.6,0.1387,0.963,0.85,16461.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,20-24,男,165521.8,0.63,0.963,0.85,85357.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,20-24,女,156340.2,0.5682,0.963,0.85,72718.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,25-29,男,163617.1,0.915,0.963,0.85,122544.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,25-29,女,161142.6,0.8344,0.963,0.85,110058.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,30-34,男,191922.7,0.919,0.963,0.85,144373.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,30-34,女,184419.4,0.817,0.963,0.85,123326.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,35-39,男,233725.1,0.9,0.963,0.85,172184.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,35-39,女,229138.8,0.7788,0.963,0.85,146072.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,40-44,男,251178.6,0.882,0.963,0.85,181341.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,40-44,女,258145.2,0.7439,0.963,0.85,157187.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,45-49,男,252159.5,0.89,0.963,0.85,183700.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,45-49,女,281429.4,0.7194,0.963,0.85,165714.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,50-54,男,243156.5,0.887,0.963,0.85,176544.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,50-54,女,295136.7,0.6864,0.963,0.85,165816.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,55-59,男,247181.4,0.813,0.963,0.85,164494.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,55-59,女,311856.5,0.571,0.963,0.85,145758.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,60-64,男,246009.8,0.645,0.963,0.85,129884.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,60-64,女,319238.0,0.3617,0.963,0.85,94517.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2032,15-19,混合,299822.2,0.16,0.963,0.85,39267.1,低,悲观,男+女合计
2032,20-24,混合,321862.0,0.6,0.963,0.85,158076.1,低,悲观,男+女合计
2032,25-29,混合,324759.7,0.875,0.963,0.85,232603.0,低,悲观,男+女合计
2032,30-34,混合,376342.1,0.869,0.963,0.85,267699.7,低,悲观,男+女合计
2032,35-39,混合,462863.9,0.84,0.963,0.85,318256.9,低,悲观,男+女合计
2032,40-44,混合,509323.8,0.812,0.963,0.85,338528.5,低,悲观,男+女合计
2032,45-49,混合,533588.9,0.8,0.963,0.85,349415.4,低,悲观,男+女合计
